DATA VISUALIZATION - COMPREHENSIVE TAXONOMY

Level 1	Level 2	Level 3	Level 4	Level 5	Level 6
Chart Types	Comparison Charts	Bar Charts	Bar Chart Variants	Horizontal Bars	Grouped Bar Chart
Chart Types	Comparison Charts	Bar Charts	Bar Chart Variants	Specialized Bars	Bullet Chart
Chart Types	Comparison Charts	Bar Charts	Bar Chart Variants	Specialized Bars	Waterfall Chart
Chart Types	Comparison Charts	Bar Charts	Bar Chart Variants	Specialized Bars	Lollipop Chart
Chart Types	Comparison Charts	Bar Charts	Bar Chart Variants	Specialized Bars	Pareto Chart
Chart Types	Comparison Charts	Radial Charts	Radial Comparisons	Circular Charts	Pie Chart
Chart Types	Comparison Charts	Radial Charts	Radial Comparisons	Circular Charts	Donut Chart
Chart Types	Comparison Charts	Radial Charts	Radial Comparisons	Circular Charts	Semi-Circle Donut
Chart Types	Comparison Charts	Radial Charts	Radial Comparisons	Web Charts	Radar Chart
Chart Types	Comparison Charts	Radial Charts	Radial Comparisons	Web Charts	Spider Chart
Chart Types	Comparison Charts	Radial Charts	Radial Comparisons	Circular Bars	Radial Bar Chart
Chart Types	Comparison Charts	Radial Charts	Radial Comparisons	Circular Bars	Circular Progress
Chart Types	Time Series Charts	Line Charts	Line Chart Types	Basic Lines	Line Graph
Chart Types	Time Series Charts	Line Charts	Line Chart Types	Basic Lines	Multi-Line Chart
Chart Types	Time Series Charts	Line Charts	Line Chart Types	Basic Lines	Step Line Chart
Chart Types	Time Series Charts	Line Charts	Line Chart Types	Basic Lines	Curved Line Chart
Chart Types	Time Series Charts	Line Charts	Line Chart Types	Area Lines	Area Chart
Chart Types	Time Series Charts	Line Charts	Line Chart Types	Area Lines	Stacked Area Chart
Chart Types	Time Series Charts	Line Charts	Line Chart Types	Area Lines	Stream Graph
Chart Types	Time Series Charts	Line Charts	Line Chart Types	Specialized Lines	Sparkline
Chart Types	Time Series Charts	Line Charts	Line Chart Types	Specialized Lines	Horizon Chart
Chart Types	Time Series Charts	Temporal Visualizations	Time-Based Charts	Calendar Views	Calendar Heatmap
Chart Types	Time Series Charts	Temporal Visualizations	Time-Based Charts	Timeline Charts	Timeline
Chart Types	Time Series Charts	Temporal Visualizations	Time-Based Charts	Timeline Charts	Gantt Chart
Chart Types	Time Series Charts	Temporal Visualizations	Time-Based Charts	Timeline Charts	Project Timeline
Chart Types	Time Series Charts	Temporal Visualizations	Time-Based Charts	Cycle Charts	Circular Timeline
Chart Types	Time Series Charts	Temporal Visualizations	Time-Based Charts	Cycle Charts	Seasonal Plot
Chart Types	Relationship Charts	Scatter Plots	Scatter Plot Types	Basic Scatter	Scatter Plot
Chart Types	Relationship Charts	Scatter Plots	Scatter Plot Types	Basic Scatter	Scatter Plot Matrix
Chart Types	Relationship Charts	Scatter Plots	Scatter Plot Types	Enhanced Scatter	Bubble Chart
Chart Types	Relationship Charts	Scatter Plots	Scatter Plot Types	Enhanced Scatter	3D Scatter Plot
Chart Types	Relationship Charts	Correlation Charts	Correlation Views	Matrix Views	Correlation Matrix
Chart Types	Relationship Charts	Correlation Charts	Correlation Views	Matrix Views	Heatmap
Chart Types	Relationship Charts	Correlation Charts	Correlation Views	Matrix Views	Correlation Heatmap
Chart Types	Relationship Charts	Network Graphs	Network Visualizations	Graph Types	Network Diagram
Chart Types	Relationship Charts	Network Graphs	Network Visualizations	Graph Types	Force-Directed Graph
Chart Types	Relationship Charts	Network Graphs	Network Visualizations	Graph Types	Arc Diagram
Chart Types	Relationship Charts	Network Graphs	Network Visualizations	Graph Types	Chord Diagram
Chart Types	Relationship Charts	Network Graphs	Network Visualizations	Graph Types	Sankey Diagram
Chart Types	Relationship Charts	Network Graphs	Network Visualizations	Graph Types	Alluvial Diagram
Chart Types	Relationship Charts	Flow Charts	Flow Visualizations	Process Flow	Flowchart
Chart Types	Relationship Charts	Flow Charts	Flow Visualizations	Process Flow	Process Map
Chart Types	Relationship Charts	Flow Charts	Flow Visualizations	Decision Flow	Decision Tree
Chart Types	Distribution Charts	Histogram & Density	Distribution Types	Frequency Distribution	Histogram
Chart Types	Distribution Charts	Histogram & Density	Distribution Types	Frequency Distribution	Frequency Polygon
Chart Types	Distribution Charts	Histogram & Density	Distribution Types	Density Plots	Density Plot
Chart Types	Distribution Charts	Histogram & Density	Distribution Types	Density Plots	Violin Plot
Chart Types	Distribution Charts	Histogram & Density	Distribution Types	Density Plots	Ridgeline Plot
Chart Types	Distribution Charts	Box & Whisker	Statistical Charts	Box Plots	Box Plot
Chart Types	Distribution Charts	Box & Whisker	Statistical Charts	Box Plots	Box and Whisker Plot
Chart Types	Distribution Charts	Box & Whisker	Statistical Charts	Box Plots	Grouped Box Plot
Chart Types	Distribution Charts	Quartile Charts	Quartile Views	Range Charts	Range Chart
Chart Types	Distribution Charts	Quartile Charts	Quartile Views	Range Charts	Error Bar Chart
Chart Types	Part-to-Whole Charts	Proportion Charts	Compositional Charts	Pie Family	Pie Chart
Chart Types	Part-to-Whole Charts	Proportion Charts	Compositional Charts	Pie Family	Donut Chart
Chart Types	Part-to-Whole Charts	Proportion Charts	Compositional Charts	Pie Family	Multi-Level Pie
Chart Types	Part-to-Whole Charts	Proportion Charts	Compositional Charts	Stacked Views	Stacked Bar Chart
Chart Types	Part-to-Whole Charts	Proportion Charts	Compositional Charts	Stacked Views	100% Stacked Bar
Chart Types	Part-to-Whole Charts	Proportion Charts	Compositional Charts	Stacked Views	Marimekko Chart
Chart Types	Part-to-Whole Charts	Hierarchical Charts	Tree Structures	Tree Types	Treemap
Chart Types	Part-to-Whole Charts	Hierarchical Charts	Tree Structures	Tree Types	Sunburst Chart
Chart Types	Part-to-Whole Charts	Hierarchical Charts	Tree Structures	Tree Types	Circle Packing
Chart Types	Part-to-Whole Charts	Hierarchical Charts	Tree Structures	Tree Types	Icicle Chart
Chart Types	Part-to-Whole Charts	Hierarchical Charts	Tree Structures	Dendrogram	Dendrogram
Chart Types	Part-to-Whole Charts	Hierarchical Charts	Tree Structures	Dendrogram	Cluster Dendrogram
Chart Types	Part-to-Whole Charts	Waffle & Grid	Grid-Based Charts	Grid Charts	Waffle Chart
Chart Types	Part-to-Whole Charts	Waffle & Grid	Grid-Based Charts	Grid Charts	Pictogram Chart
Chart Types	Part-to-Whole Charts	Waffle & Grid	Grid-Based Charts	Unit Charts	Unit Chart
Chart Types	Geospatial Charts	Maps	Cartographic Views	Basic Maps	Choropleth Map
Chart Types	Geospatial Charts	Maps	Cartographic Views	Basic Maps	Symbol Map
Chart Types	Geospatial Charts	Maps	Cartographic Views	Basic Maps	Dot Distribution Map
Chart Types	Geospatial Charts	Maps	Cartographic Views	Heatmaps	Geographic Heatmap
Chart Types	Geospatial Charts	Maps	Cartographic Views	Heatmaps	Hexbin Map
Chart Types	Geospatial Charts	Maps	Cartographic Views	3D Maps	3D Terrain Map
Chart Types	Geospatial Charts	Maps	Cartographic Views	3D Maps	Prism Map
Chart Types	Geospatial Charts	Specialty Maps	Advanced Geo Viz	Flow Maps	Flow Map
Chart Types	Geospatial Charts	Specialty Maps	Advanced Geo Viz	Flow Maps	Origin-Destination Map
Chart Types	Geospatial Charts	Specialty Maps	Advanced Geo Viz	Cartogram	Cartogram
Chart Types	Geospatial Charts	Specialty Maps	Advanced Geo Viz	Cartogram	Distorted Map
Chart Types	Geospatial Charts	Location Markers	Point Data	Marker Types	Bubble Map
Chart Types	Geospatial Charts	Location Markers	Point Data	Marker Types	Proportional Symbol Map
Chart Types	Specialty Charts	Funnel Charts	Conversion Charts	Funnel Types	Sales Funnel
Chart Types	Specialty Charts	Funnel Charts	Conversion Charts	Funnel Types	Marketing Funnel
Chart Types	Specialty Charts	Funnel Charts	Conversion Charts	Funnel Types	Conversion Funnel
Chart Types	Specialty Charts	Funnel Charts	Conversion Charts	Pyramid Types	Pyramid Chart
Chart Types	Specialty Charts	Gauge Charts	Indicator Charts	Gauge Types	Gauge Chart
Chart Types	Specialty Charts	Gauge Charts	Indicator Charts	Gauge Types	Speedometer Chart
Chart Types	Specialty Charts	Gauge Charts	Indicator Charts	Progress Indicators	Progress Bar
Chart Types	Specialty Charts	Gauge Charts	Indicator Charts	Progress Indicators	Progress Ring
Chart Types	Specialty Charts	Financial Charts	Stock Charts	OHLC Charts	Candlestick Chart
Chart Types	Specialty Charts	Financial Charts	Stock Charts	OHLC Charts	OHLC Chart
Chart Types	Specialty Charts	Financial Charts	Stock Charts	Price Charts	Line Chart (Stock)
Chart Types	Specialty Charts	Financial Charts	Stock Charts	Volume Charts	Volume Chart
Chart Types	Specialty Charts	Word Clouds	Text Visualization	Word Cloud Types	Word Cloud
Chart Types	Specialty Charts	Word Clouds	Text Visualization	Word Cloud Types	Tag Cloud
Chart Types	Advanced Visualizations	Matrix Visualizations	Matrix Types	Correlation Views	Correlation Matrix
Chart Types	Advanced Visualizations	Matrix Visualizations	Matrix Types	Correlation Views	Confusion Matrix
Chart Types	Advanced Visualizations	Matrix Visualizations	Matrix Types	Grid Heatmaps	Matrix Heatmap
Chart Types	Advanced Visualizations	Matrix Visualizations	Matrix Types	Grid Heatmaps	Adjacency Matrix
Chart Types	Advanced Visualizations	Small Multiples	Faceted Views	Grid Layouts	Trellis Chart
Chart Types	Advanced Visualizations	Small Multiples	Faceted Views	Grid Layouts	Panel Chart
Chart Types	Advanced Visualizations	Small Multiples	Faceted Views	Grid Layouts	Small Multiple Line
Chart Types	Advanced Visualizations	Parallel Coordinates	Multivariate Charts	Parallel Views	Parallel Coordinates Plot
Chart Types	Advanced Visualizations	Parallel Coordinates	Multivariate Charts	Parallel Views	Parallel Sets
Chart Types	Advanced Visualizations	Slope Graphs	Change Visualization	Slope Types	Slope Chart
Chart Types	Advanced Visualizations	Slope Graphs	Change Visualization	Slope Types	Bump Chart
Design Principles	Visual Design	Color Theory	Color Fundamentals	Color Models	RGB
Design Principles	Visual Design	Color Theory	Color Fundamentals	Color Models	HSL
Design Principles	Visual Design	Color Theory	Color Fundamentals	Color Models	CMYK
Design Principles	Visual Design	Color Theory	Color Fundamentals	Color Properties	Hue
Design Principles	Visual Design	Color Theory	Color Fundamentals	Color Properties	Saturation
Design Principles	Visual Design	Color Theory	Color Fundamentals	Color Properties	Brightness
Design Principles	Visual Design	Color Theory	Color Fundamentals	Color Properties	Contrast
Design Principles	Visual Design	Color Schemes	Palette Types	Scheme Types	Monochromatic
Design Principles	Visual Design	Color Schemes	Palette Types	Scheme Types	Analogous
Design Principles	Visual Design	Color Schemes	Palette Types	Scheme Types	Complementary
Design Principles	Visual Design	Color Schemes	Palette Types	Scheme Types	Triadic
Design Principles	Visual Design	Color Schemes	Palette Types	Scheme Types	Split-Complementary
Design Principles	Visual Design	Color Schemes	Palette Types	Sequential	Sequential Palette
Design Principles	Visual Design	Color Schemes	Palette Types	Sequential	Gradient Scale
Design Principles	Visual Design	Color Schemes	Palette Types	Diverging	Diverging Palette
Design Principles	Visual Design	Color Schemes	Palette Types	Diverging	Two-Color Scale
Design Principles	Visual Design	Color Schemes	Palette Types	Categorical	Categorical Palette
Design Principles	Visual Design	Color Schemes	Palette Types	Categorical	Qualitative Colors
Design Principles	Visual Design	Color Usage	Color Application	Semantic Colors	Red (Warning/Error)
Design Principles	Visual Design	Color Usage	Color Application	Semantic Colors	Green (Success/Positive)
Design Principles	Visual Design	Color Usage	Color Application	Semantic Colors	Yellow (Caution)
Design Principles	Visual Design	Color Usage	Color Application	Semantic Colors	Blue (Information)
Design Principles	Visual Design	Color Usage	Color Application	Emphasis	Highlight Colors
Design Principles	Visual Design	Color Usage	Color Application	Emphasis	Accent Colors
Design Principles	Visual Design	Color Accessibility	Accessible Colors	Colorblind-Safe	Deuteranopia-Friendly
Design Principles	Visual Design	Color Accessibility	Accessible Colors	Colorblind-Safe	Protanopia-Friendly
Design Principles	Visual Design	Color Accessibility	Accessible Colors	Colorblind-Safe	Tritanopia-Friendly
Design Principles	Visual Design	Color Accessibility	Accessible Colors	Contrast Standards	WCAG AA Compliance
Design Principles	Visual Design	Color Accessibility	Accessible Colors	Contrast Standards	WCAG AAA Compliance
Design Principles	Visual Design	Typography	Text Elements	Font Selection	Font Family
Design Principles	Visual Design	Typography	Text Elements	Font Selection	Font Weight
Design Principles	Visual Design	Typography	Text Elements	Font Selection	Font Size
Design Principles	Visual Design	Typography	Text Elements	Text Hierarchy	Title
Design Principles	Visual Design	Typography	Text Elements	Text Hierarchy	Subtitle
Design Principles	Visual Design	Typography	Text Elements	Text Hierarchy	Body Text
Design Principles	Visual Design	Typography	Text Elements	Text Hierarchy	Labels
Design Principles	Visual Design	Typography	Text Elements	Text Hierarchy	Annotations
Design Principles	Visual Design	Typography	Text Elements	Readability	Line Height
Design Principles	Visual Design	Typography	Text Elements	Readability	Letter Spacing
Design Principles	Visual Design	Typography	Text Elements	Readability	Text Alignment
Design Principles	Visual Design	Layout & Composition	Layout Principles	Grid Systems	Grid Layout
Design Principles	Visual Design	Layout & Composition	Layout Principles	Grid Systems	Column Grid
Design Principles	Visual Design	Layout & Composition	Layout Principles	Grid Systems	Modular Grid
Design Principles	Visual Design	Layout & Composition	Layout Principles	Spacing	White Space
Design Principles	Visual Design	Layout & Composition	Layout Principles	Spacing	Padding
Design Principles	Visual Design	Layout & Composition	Layout Principles	Spacing	Margins
Design Principles	Visual Design	Layout & Composition	Layout Principles	Alignment	Left Alignment
Design Principles	Visual Design	Layout & Composition	Layout Principles	Alignment	Center Alignment
Design Principles	Visual Design	Layout & Composition	Layout Principles	Alignment	Grid Alignment
Design Principles	Visual Design	Visual Hierarchy	Hierarchy Techniques	Size Hierarchy	Sizing
Design Principles	Visual Design	Visual Hierarchy	Hierarchy Techniques	Size Hierarchy	Scaling
Design Principles	Visual Design	Visual Hierarchy	Hierarchy Techniques	Position Hierarchy	Top-Left Priority
Design Principles	Visual Design	Visual Hierarchy	Hierarchy Techniques	Position Hierarchy	F-Pattern
Design Principles	Visual Design	Visual Hierarchy	Hierarchy Techniques	Position Hierarchy	Z-Pattern
Design Principles	Visual Design	Visual Hierarchy	Hierarchy Techniques	Color Hierarchy	Color Emphasis
Design Principles	Visual Design	Visual Hierarchy	Hierarchy Techniques	Color Hierarchy	Contrast Usage
Design Principles	Chart Selection	Selection Criteria	Data Purpose	Purpose Types	Comparison
Design Principles	Chart Selection	Selection Criteria	Data Purpose	Purpose Types	Distribution
Design Principles	Chart Selection	Selection Criteria	Data Purpose	Purpose Types	Composition
Design Principles	Chart Selection	Selection Criteria	Data Purpose	Purpose Types	Relationship
Design Principles	Chart Selection	Selection Criteria	Data Purpose	Purpose Types	Trend Over Time
Design Principles	Chart Selection	Selection Guidelines	Selection Process	Question-Driven	What Question to Answer
Design Principles	Chart Selection	Selection Guidelines	Selection Process	Data-Driven	What Data Type
Design Principles	Chart Selection	Selection Guidelines	Selection Process	Audience-Driven	Who is the Audience
Design Principles	Chart Selection	Chart Decision Trees	Decision Frameworks	Purpose-Based Selection	Compare Values → Bar
Design Principles	Chart Selection	Chart Decision Trees	Decision Frameworks	Purpose-Based Selection	Show Trends → Line
Design Principles	Chart Selection	Chart Decision Trees	Decision Frameworks	Purpose-Based Selection	Show Distribution → Histogram
Design Principles	Chart Selection	Chart Decision Trees	Decision Frameworks	Purpose-Based Selection	Show Relationships → Scatter
Design Principles	Chart Selection	Chart Decision Trees	Decision Frameworks	Purpose-Based Selection	Show Composition → Pie/Stacked
Design Principles	Best Practices	Clarity & Simplicity	Simplification	Reduce Clutter	Remove Chartjunk
Design Principles	Best Practices	Clarity & Simplicity	Simplification	Reduce Clutter	Minimize Decorations
Design Principles	Best Practices	Clarity & Simplicity	Simplification	Reduce Clutter	Remove Unnecessary Elements
Design Principles	Best Practices	Clarity & Simplicity	Simplification	Focus	One Message Per Chart
Design Principles	Best Practices	Clarity & Simplicity	Simplification	Focus	Highlight Key Insights
Design Principles	Best Practices	Clarity & Simplicity	Simplification	Clarity	Clear Labels
Design Principles	Best Practices	Clarity & Simplicity	Simplification	Clarity	Descriptive Titles
Design Principles	Best Practices	Clarity & Simplicity	Simplification	Clarity	Intuitive Legends
Design Principles	Best Practices	Accuracy & Integrity	Data Integrity	Honest Representation	Avoid Misleading Scales
Design Principles	Best Practices	Accuracy & Integrity	Data Integrity	Honest Representation	Start Axis at Zero
Design Principles	Best Practices	Accuracy & Integrity	Data Integrity	Honest Representation	Proportional Sizing
Design Principles	Best Practices	Accuracy & Integrity	Data Integrity	Transparency	Data Sources
Design Principles	Best Practices	Accuracy & Integrity	Data Integrity	Transparency	Methodology
Design Principles	Best Practices	Accuracy & Integrity	Data Integrity	Transparency	Limitations
Design Principles	Best Practices	Context & Annotation	Contextual Information	Reference Lines	Benchmarks
Design Principles	Best Practices	Context & Annotation	Contextual Information	Reference Lines	Targets
Design Principles	Best Practices	Context & Annotation	Contextual Information	Reference Lines	Averages
Design Principles	Best Practices	Context & Annotation	Contextual Information	Reference Lines	Thresholds
Design Principles	Best Practices	Context & Annotation	Contextual Information	Annotations	Data Labels
Design Principles	Best Practices	Context & Annotation	Contextual Information	Annotations	Callouts
Design Principles	Best Practices	Context & Annotation	Contextual Information	Annotations	Explanatory Text
Design Principles	Best Practices	Consistency	Visual Consistency	Consistent Elements	Color Usage
Design Principles	Best Practices	Consistency	Visual Consistency	Consistent Elements	Font Usage
Design Principles	Best Practices	Consistency	Visual Consistency	Consistent Elements	Chart Types
Design Principles	Best Practices	Consistency	Visual Consistency	Standards	Style Guide
Design Principles	Best Practices	Consistency	Visual Consistency	Standards	Design System
Dashboard Design	Dashboard Fundamentals	Dashboard Types	Type Categories	Operational Dashboards	Real-Time Monitoring
Dashboard Design	Dashboard Fundamentals	Dashboard Types	Type Categories	Operational Dashboards	KPI Tracking
Dashboard Design	Dashboard Fundamentals	Dashboard Types	Type Categories	Analytical Dashboards	Deep Analysis
Dashboard Design	Dashboard Fundamentals	Dashboard Types	Type Categories	Analytical Dashboards	Historical Trends
Dashboard Design	Dashboard Fundamentals	Dashboard Types	Type Categories	Strategic Dashboards	Executive Summary
Dashboard Design	Dashboard Fundamentals	Dashboard Types	Type Categories	Strategic Dashboards	High-Level KPIs
Dashboard Design	Dashboard Fundamentals	Dashboard Types	Type Categories	Tactical Dashboards	Department-Specific
Dashboard Design	Dashboard Fundamentals	Dashboard Types	Type Categories	Tactical Dashboards	Mid-Level Metrics
Dashboard Design	Dashboard Fundamentals	Dashboard Purpose	Purpose Definition	Goal Setting	Define Objectives
Dashboard Design	Dashboard Fundamentals	Dashboard Purpose	Purpose Definition	Goal Setting	Identify KPIs
Dashboard Design	Dashboard Fundamentals	Dashboard Purpose	Purpose Definition	Audience Identification	Know Your Users
Dashboard Design	Dashboard Fundamentals	Dashboard Purpose	Purpose Definition	Audience Identification	User Personas
Dashboard Design	Dashboard Fundamentals	Dashboard Purpose	Purpose Definition	Question Focus	Key Questions
Dashboard Design	Dashboard Fundamentals	Dashboard Purpose	Purpose Definition	Question Focus	Decision Support
Dashboard Design	Dashboard Structure	Layout Design	Layout Patterns	Reading Patterns	F-Pattern Layout
Dashboard Design	Dashboard Structure	Layout Design	Layout Patterns	Reading Patterns	Z-Pattern Layout
Dashboard Design	Dashboard Structure	Layout Design	Layout Patterns	Information Hierarchy	Top-to-Bottom
Dashboard Design	Dashboard Structure	Layout Design	Layout Patterns	Information Hierarchy	Left-to-Right
Dashboard Design	Dashboard Structure	Layout Design	Layout Patterns	Priority Placement	Most Important Top-Left
Dashboard Design	Dashboard Structure	Layout Design	Layout Patterns	Priority Placement	Secondary Bottom-Right
Dashboard Design	Dashboard Structure	Layout Design	Layout Patterns	Grid Structure	Card-Based Layout
Dashboard Design	Dashboard Structure	Layout Design	Layout Patterns	Grid Structure	Module Layout
Dashboard Design	Dashboard Structure	Information Architecture	Data Organization	Grouping	Logical Grouping
Dashboard Design	Dashboard Structure	Information Architecture	Data Organization	Grouping	Related Metrics Together
Dashboard Design	Dashboard Structure	Information Architecture	Data Organization	Sections	Clear Sections
Dashboard Design	Dashboard Structure	Information Architecture	Data Organization	Sections	Visual Separation
Dashboard Design	Dashboard Structure	Information Architecture	Data Organization	Progressive Disclosure	Summary View
Dashboard Design	Dashboard Structure	Information Architecture	Data Organization	Progressive Disclosure	Drill-Down Capability
Dashboard Design	Dashboard Components	Essential Elements	Key Components	KPI Cards	Metric Display
Dashboard Design	Dashboard Components	Essential Elements	Key Components	KPI Cards	Scorecards
Dashboard Design	Dashboard Components	Essential Elements	Key Components	Charts & Graphs	Visualization Panels
Dashboard Design	Dashboard Components	Essential Elements	Key Components	Tables	Data Tables
Dashboard Design	Dashboard Components	Essential Elements	Key Components	Tables	Comparison Tables
Dashboard Design	Dashboard Components	Essential Elements	Key Components	Filters	Filter Controls
Dashboard Design	Dashboard Components	Essential Elements	Key Components	Filters	Date Range Selectors
Dashboard Design	Dashboard Components	Essential Elements	Key Components	Filters	Dropdown Filters
Dashboard Design	Dashboard Components	Interactive Elements	Interactivity Types	Controls	Buttons
Dashboard Design	Dashboard Components	Interactive Elements	Interactivity Types	Controls	Sliders
Dashboard Design	Dashboard Components	Interactive Elements	Interactivity Types	Controls	Toggles
Dashboard Design	Dashboard Components	Interactive Elements	Interactivity Types	Actions	Click Actions
Dashboard Design	Dashboard Components	Interactive Elements	Interactivity Types	Actions	Hover Effects
Dashboard Design	Dashboard Components	Interactive Elements	Interactivity Types	Actions	Drill-Down
Dashboard Design	Dashboard Components	Interactive Elements	Interactivity Types	Actions	Filter On Select
Dashboard Design	Dashboard Principles	Design Guidelines	5-Second Rule	Quick Understanding	Immediate Insight
Dashboard Design	Dashboard Principles	Design Guidelines	5-Second Rule	Quick Understanding	Clear Main Message
Dashboard Design	Dashboard Principles	Design Guidelines	Minimize Scrolling	Single Screen	Above the Fold
Dashboard Design	Dashboard Principles	Design Guidelines	Minimize Scrolling	Single Screen	Key Metrics Visible
Dashboard Design	Dashboard Principles	Design Guidelines	Visual Consistency	Consistent Design	Unified Theme
Dashboard Design	Dashboard Principles	Design Guidelines	Visual Consistency	Consistent Design	Coherent Colors
Dashboard Design	Dashboard Principles	Design Guidelines	Performance	Load Time	Fast Loading
Dashboard Design	Dashboard Principles	Design Guidelines	Performance	Load Time	Optimized Data
Dashboard Design	Dashboard Principles	Responsive Design	Multi-Device	Device Adaptation	Desktop View
Dashboard Design	Dashboard Principles	Responsive Design	Multi-Device	Device Adaptation	Tablet View
Dashboard Design	Dashboard Principles	Responsive Design	Multi-Device	Device Adaptation	Mobile View
Dashboard Design	Dashboard Principles	Responsive Design	Multi-Device	Responsive Layouts	Flexible Grids
Dashboard Design	Dashboard Principles	Responsive Design	Multi-Device	Responsive Layouts	Adaptive Components
Interactive Visualization	Interactivity Types	User Interactions	Interaction Methods	Hover Interactions	Tooltips
Interactive Visualization	Interactivity Types	User Interactions	Interaction Methods	Hover Interactions	Hover Highlights
Interactive Visualization	Interactivity Types	User Interactions	Interaction Methods	Hover Interactions	Hover Details
Interactive Visualization	Interactivity Types	User Interactions	Interaction Methods	Click Interactions	Selection
Interactive Visualization	Interactivity Types	User Interactions	Interaction Methods	Click Interactions	Drill-Down
Interactive Visualization	Interactivity Types	User Interactions	Interaction Methods	Click Interactions	Drill-Through
Interactive Visualization	Interactivity Types	User Interactions	Interaction Methods	Drag Interactions	Pan
Interactive Visualization	Interactivity Types	User Interactions	Interaction Methods	Drag Interactions	Rearrange
Interactive Visualization	Interactivity Types	User Interactions	Interaction Methods	Zoom Interactions	Zoom In/Out
Interactive Visualization	Interactivity Types	User Interactions	Interaction Methods	Zoom Interactions	Semantic Zoom
Interactive Visualization	Interactivity Types	Filtering & Selection	Filter Types	Data Filters	Single Select Filter
Interactive Visualization	Interactivity Types	Filtering & Selection	Filter Types	Data Filters	Multi-Select Filter
Interactive Visualization	Interactivity Types	Filtering & Selection	Filter Types	Data Filters	Range Filter
Interactive Visualization	Interactivity Types	Filtering & Selection	Filter Types	Data Filters	Search Filter
Interactive Visualization	Interactivity Types	Filtering & Selection	Filter Types	Time Filters	Date Range Picker
Interactive Visualization	Interactivity Types	Filtering & Selection	Filter Types	Time Filters	Time Slider
Interactive Visualization	Interactivity Types	Filtering & Selection	Filter Types	Spatial Filters	Geographic Filter
